Language,Program,Powercap,Package,Core,GPU,DRAM,Timestamp,Temperature
Python,ack_ot_np_py_312,-1,0.977783203125000000, 0.758117675781250000, 0.002563476562500000, 0.000000000000000000,0,33.75
Python,ack_ot_np_py_312,-1,1.065063476562500000, 0.850646972656250000, 0.002258300781250000, 0.000000000000000000,50,33.75
Python,ack_ot_np_py_312,-1,1.097595214843750000, 0.855529785156250000, 0.001586914062500000, 0.000000000000000000,100,33.75
Python,ack_ot_np_py_312,-1,1.073852539062500000, 0.856811523437500000, 0.005432128906250000, 0.000000000000000000,150,33.75
Python,ack_ot_np_py_312,-1,1.059875488281250000, 0.845031738281250000, 0.001586914062500000, 0.000000000000000000,200,33.75
Python,ack_ot_np_py_312,-1,1.108764648437500000, 0.892333984375000000, 0.003662109375000000, 0.000000000000000000,250,33.75
Python,ack_ot_np_py_312,-1,1.040893554687500000, 0.828796386718750000, 0.000854492187500000, 0.000000000000000000,300,33.75
Python,ack_ot_np_py_312,-1,1.063415527343750000, 0.841125488281250000, 0.001647949218750000, 0.000000000000000000,350,33.75
Python,ack_ot_np_py_312,-1,1.103088378906250000, 0.874694824218750000, 0.003967285156250000, 0.000000000000000000,400,33.75
Python,ack_ot_np_py_312,-1,1.028442382812500000, 0.812683105468750000, 0.000915527343750000, 0.000000000000000000,450,33.75
Python,ack_ot_np_py_312,-1,1.074707031250000000, 0.848388671875000000, 0.001892089843750000, 0.000000000000000000,500,33.75
Python,ack_ot_np_py_312,-1,1.022888183593750000, 0.800537109375000000, 0.001037597656250000, 0.000000000000000000,550,33.75
Python,ack_ot_np_py_312,-1,1.003662109375000000, 0.785827636718750000, 0.001464843750000000, 0.000000000000000000,600,33.75
Python,ack_ot_np_py_312,-1,1.031921386718750000, 0.813598632812500000, 0.001647949218750000, 0.000000000000000000,650,33.75
Python,ack_ot_np_py_312,-1,1.003662109375000000, 0.817626953125000000, 0.000610351562500000, 0.000000000000000000,700,33.75
Python,ack_ot_np_py_312,-1,0.980285644531250000, 0.797363281250000000, 0.001098632812500000, 0.000000000000000000,750,46.00
Python,ack_ot_np_py_312,-1,1.017944335937500000, 0.799926757812500000, 0.001708984375000000, 0.000000000000000000,800,46.00
Python,ack_ot_np_py_312,-1,1.004394531250000000, 0.784790039062500000, 0.001892089843750000, 0.000000000000000000,850,46.00
Python,ack_ot_np_py_312,-1,1.053588867187500000, 0.823303222656250000, 0.003479003906250000, 0.000000000000000000,900,46.00
Python,ack_ot_np_py_312,-1,1.013244628906250000, 0.795837402343750000, 0.001342773437500000, 0.000000000000000000,950,46.00
Python,ack_ot_np_py_312,-1,1.020019531250000000, 0.801086425781250000, 0.000793457031250000, 0.000000000000000000,1000,46.00
Python,ack_ot_np_py_312,-1,1.023010253906250000, 0.804870605468750000, 0.002258300781250000, 0.000000000000000000,1050,46.00
Python,ack_ot_np_py_312,-1,1.069030761718750000, 0.855468750000000000, 0.000793457031250000, 0.000000000000000000,1100,46.00
Python,ack_ot_np_py_312,-1,1.081481933593750000, 0.866821289062500000, 0.000976562500000000, 0.000000000000000000,1150,46.00
Python,ack_ot_np_py_312,-1,1.084838867187500000, 0.872680664062500000, 0.001525878906250000, 0.000000000000000000,1200,46.00
Python,ack_ot_np_py_312,-1,1.062683105468750000, 0.848022460937500000, 0.001831054687500000, 0.000000000000000000,1250,46.00
Python,ack_ot_np_py_312,-1,1.101196289062500000, 0.885864257812500000, 0.000854492187500000, 0.000000000000000000,1300,46.00
Python,ack_ot_np_py_312,-1,1.088928222656250000, 0.866760253906250000, 0.002197265625000000, 0.000000000000000000,1350,46.00
Python,ack_ot_np_py_312,-1,1.069580078125000000, 0.857971191406250000, 0.000976562500000000, 0.000000000000000000,1400,46.00
