Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 1, 68.022888183593750000, 7.704467773437500000, 0.030273437500000000, 0.000000000000000000, 16970.8, 31.5, 1100
C, fib42, 1, 68.631469726562500000, 7.830810546875000000, 0.036010742187500000, 0.000000000000000000, 16980, 30.1, 1100
C, fib42, 1, 67.768371582031250000, 7.624267578125000000, 0.025512695312500000, 0.000000000000000000, 16975.3, 31.0, 1100
C, fib42, 1, 68.735961914062500000, 7.860290527343750000, 0.025878906250000000, 0.000000000000000000, 16980.1, 31.1, 1100
C, fib42, 1, 68.866760253906250000, 7.861633300781250000, 0.020629882812500000, 0.000000000000000000, 16979.4, 31.6, 1100
C, fib42, 1, 68.032958984375000000, 7.602844238281250000, 0.020568847656250000, 0.000000000000000000, 16972.4, 31.2, 1100
C, fib42, 1, 68.402465820312500000, 7.749511718750000000, 0.019897460937500000, 0.000000000000000000, 16973.3, 31.4, 1100
C, fib42, 1, 68.629455566406250000, 7.865356445312500000, 0.024108886718750000, 0.000000000000000000, 16975.2, 31.4, 1100
C, fib42, 1, 68.463256835937500000, 7.736022949218750000, 0.029052734375000000, 0.000000000000000000, 16976.1, 31.4, 1100
C, fib42, 1, 68.360656738281250000, 7.617919921875000000, 0.028015136718750000, 0.000000000000000000, 16970.3, 31.2, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 2, 69.225524902343750000, 7.908386230468750000, 0.027038574218750000, 0.000000000000000000, 16973.4, 31.5, 1100
C, fib42, 2, 68.931091308593750000, 7.844055175781250000, 0.023010253906250000, 0.000000000000000000, 16977.4, 31.1, 1100
C, fib42, 2, 68.850097656250000000, 7.880432128906250000, 0.032287597656250000, 0.000000000000000000, 16982.1, 31.0, 1100
C, fib42, 2, 68.386596679687500000, 7.658264160156250000, 0.026550292968750000, 0.000000000000000000, 16972.6, 30.1, 1100
C, fib42, 2, 67.959350585937500000, 7.662231445312500000, 0.020385742187500000, 0.000000000000000000, 16978.9, 30.8, 1100
C, fib42, 2, 67.961425781250000000, 7.651000976562500000, 0.019958496093750000, 0.000000000000000000, 16974.1, 31.5, 1100
C, fib42, 2, 67.890075683593750000, 7.598266601562500000, 0.019775390625000000, 0.000000000000000000, 16969.7, 32.0, 1100
C, fib42, 2, 68.345825195312500000, 7.634704589843750000, 0.033508300781250000, 0.000000000000000000, 16975.4, 31.4, 1100
C, fib42, 2, 68.410339355468750000, 7.600280761718750000, 0.020324707031250000, 0.000000000000000000, 16973.6, 31.0, 1100
C, fib42, 2, 67.821044921875000000, 7.553039550781250000, 0.019165039062500000, 0.000000000000000000, 16972.4, 30.5, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 3, 68.107543945312500000, 7.674743652343750000, 0.019897460937500000, 0.000000000000000000, 16971.7, 31.2, 1100
C, fib42, 3, 67.792724609375000000, 7.562316894531250000, 0.020202636718750000, 0.000000000000000000, 16963.9, 30.8, 1100
C, fib42, 3, 67.676757812500000000, 7.560546875000000000, 0.019958496093750000, 0.000000000000000000, 16968.2, 30.6, 1100
C, fib42, 3, 67.621337890625000000, 7.593811035156250000, 0.020385742187500000, 0.000000000000000000, 16973.3, 31.2, 1100
C, fib42, 3, 67.934814453125000000, 7.603454589843750000, 0.019775390625000000, 0.000000000000000000, 16979.5, 30.9, 1100
C, fib42, 3, 67.742187500000000000, 7.587280273437500000, 0.019897460937500000, 0.000000000000000000, 16973.7, 31.1, 1100
C, fib42, 3, 67.521179199218750000, 7.593811035156250000, 0.020385742187500000, 0.000000000000000000, 16973.8, 30.5, 1100
C, fib42, 3, 67.594970703125000000, 7.615966796875000000, 0.020202636718750000, 0.000000000000000000, 16975.6, 30.9, 1100
C, fib42, 3, 67.488281250000000000, 7.549560546875000000, 0.019287109375000000, 0.000000000000000000, 16966.6, 29.9, 1100
C, fib42, 3, 67.868469238281250000, 7.643371582031250000, 0.019775390625000000, 0.000000000000000000, 16971.2, 31.0, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 4, 67.584533691406250000, 7.581665039062500000, 0.020080566406250000, 0.000000000000000000, 16973.4, 30.6, 1100
C, fib42, 4, 67.551391601562500000, 7.551269531250000000, 0.020568847656250000, 0.000000000000000000, 16971.1, 31.4, 1100
C, fib42, 4, 67.592712402343750000, 7.677673339843750000, 0.027221679687500000, 0.000000000000000000, 16968.9, 30.6, 1100
C, fib42, 4, 67.886962890625000000, 7.605834960937500000, 0.026062011718750000, 0.000000000000000000, 16966.1, 30.4, 1100
C, fib42, 4, 67.713562011718750000, 7.551879882812500000, 0.020324707031250000, 0.000000000000000000, 16968.1, 29.6, 1100
C, fib42, 4, 67.723754882812500000, 7.559143066406250000, 0.019653320312500000, 0.000000000000000000, 16976.2, 30.4, 1100
C, fib42, 4, 67.479370117187500000, 7.603149414062500000, 0.019531250000000000, 0.000000000000000000, 16969.4, 30.4, 1100
C, fib42, 4, 67.780578613281250000, 7.614318847656250000, 0.020690917968750000, 0.000000000000000000, 16969.5, 30.6, 1100
C, fib42, 4, 67.475585937500000000, 7.530456542968750000, 0.020019531250000000, 0.000000000000000000, 16973.1, 30.8, 1100
C, fib42, 4, 67.292785644531250000, 7.566406250000000000, 0.019958496093750000, 0.000000000000000000, 16973.2, 30.0, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 5, 23.786254882812500000, 7.748596191406250000, 0.012207031250000000, 0.000000000000000000, 4467.21, 30.5, 1100
C, fib42, 5, 25.697509765625000000, 7.208557128906250000, 0.010498046875000000, 0.000000000000000000, 5137.09, 30.8, 1100
C, fib42, 5, 25.280395507812500000, 7.197021484375000000, 0.004150390625000000, 0.000000000000000000, 5054.9, 29.8, 1100
C, fib42, 5, 24.410644531250000000, 7.011840820312500000, 0.007934570312500000, 0.000000000000000000, 4881.13, 31.1, 1100
C, fib42, 5, 26.401123046875000000, 7.362060546875000000, 0.007995605468750000, 0.000000000000000000, 5281.08, 30.8, 1100
C, fib42, 5, 24.292785644531250000, 6.936645507812500000, 0.002990722656250000, 0.000000000000000000, 4864.82, 31.6, 1100
C, fib42, 5, 25.161010742187500000, 7.078796386718750000, 0.013061523437500000, 0.000000000000000000, 5030.81, 30.4, 1100
C, fib42, 5, 25.873840332031250000, 7.242309570312500000, 0.009765625000000000, 0.000000000000000000, 5174.26, 31.0, 1100
C, fib42, 5, 26.285461425781250000, 7.402954101562500000, 0.002990722656250000, 0.000000000000000000, 5258.63, 30.8, 1100
C, fib42, 5, 26.137573242187500000, 7.346557617187500000, 0.012145996093750000, 0.000000000000000000, 5227.46, 30.1, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 6, 22.518493652343750000, 9.089538574218750000, 0.007812500000000000, 0.000000000000000000, 3750.61, 30.1, 1100
C, fib42, 6, 22.633728027343750000, 9.037231445312500000, 0.007934570312500000, 0.000000000000000000, 3762.55, 30.6, 1100
C, fib42, 6, 22.660888671875000000, 9.049255371093750000, 0.006408691406250000, 0.000000000000000000, 3772.66, 31.1, 1100
C, fib42, 6, 22.614196777343750000, 8.985473632812500000, 0.006896972656250000, 0.000000000000000000, 3769.02, 31.1, 1100
C, fib42, 6, 22.657714843750000000, 9.012695312500000000, 0.006530761718750000, 0.000000000000000000, 3764.32, 30.9, 1100
C, fib42, 6, 22.498413085937500000, 8.896118164062500000, 0.011413574218750000, 0.000000000000000000, 3753.16, 32.0, 1100
C, fib42, 6, 22.676208496093750000, 9.014709472656250000, 0.008300781250000000, 0.000000000000000000, 3772.51, 31.6, 1100
C, fib42, 6, 22.702514648437500000, 8.980712890625000000, 0.007019042968750000, 0.000000000000000000, 3784.35, 31.8, 1100
C, fib42, 6, 22.703491210937500000, 8.990722656250000000, 0.006774902343750000, 0.000000000000000000, 3776.32, 30.0, 1100
C, fib42, 6, 22.594970703125000000, 9.093322753906250000, 0.006774902343750000, 0.000000000000000000, 3756.61, 30.2, 1100
Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
C, fib42, 7, 20.462280273437500000, 9.801513671875000000, 0.013061523437500000, 0.000000000000000000, 2923.12, 32.0, 1100
C, fib42, 7, 20.416625976562500000, 9.837402343750000000, 0.008422851562500000, 0.000000000000000000, 2902.92, 31.1, 1100
C, fib42, 7, 20.544189453125000000, 9.934509277343750000, 0.005126953125000000, 0.000000000000000000, 2924.34, 31.5, 1100
C, fib42, 7, 20.570007324218750000, 9.975341796875000000, 0.005920410156250000, 0.000000000000000000, 2924.54, 32.1, 1100
C, fib42, 7, 20.373168945312500000, 9.867919921875000000, 0.006225585937500000, 0.000000000000000000, 2895.28, 31.9, 1100
