Language,Program,Powercap,Package,Core,GPU,DRAM,Time,Temperature,Memory
JavaScript, ack_std_np_js_41, -1, 195.084289550781250000, 163.034057617187500000, 0.008483886718750000, 0.000000000000000000, 8977.85, 34.9, 57216
JavaScript, ack_std_np_js_41, -1, 198.227844238281250000, 165.290100097656250000, 0.016113281250000000, 0.000000000000000000, 9108.92, 34.6, 57216
JavaScript, ack_std_np_js_41, -1, 189.328552246093750000, 155.456787109375000000, 0.018676757812500000, 0.000000000000000000, 9315.56, 35.1, 57216
JavaScript, ack_std_np_js_41, -1, 188.873107910156250000, 155.062072753906250000, 0.021484375000000000, 0.000000000000000000, 9309.89, 34.9, 57216
JavaScript, ack_std_np_js_41, -1, 194.957580566406250000, 162.603393554687500000, 0.018554687500000000, 0.000000000000000000, 8966.79, 35.1, 57216
